metric_id,sub_power,type,question,seeded_headline,n,status,anchor_source_flag,tranche,real_anchor,source,base,grade,notes,bucket,bucket_why
REW262_GOV_EQUALPAYAUDIT,Governance,single_select,"Do you run proactive equal-pay audits, and how often?",Ad hoc 38%,220,ANCHORED,YES,4 - governance/practice,Equal-pay audit in last 12m: 35% of employers,"CIPD Pay, Performance and Transparency 2024 (n=832; large 250+ 57%; SME 43%)",all-UK,A,"PPT p39 | legacy corrob: 58% run an equal-pay audit (22 do-not-publish / 1 publish / 17 no), n=40 - almost none publish [2026-06-21]",CLEAN,single % vs single option
REW262_GOV_EQUALVALUE,Governance,single_select,Can you group your workforce into categories of equal v,In progress 35%,220,UNANCHORED,,4 - governance/practice,,,,,Status was ANCHORED but anchor/source/notes all empty - reverted to true UNANCHORED state 2026-06-20.,,
REW262_GOV_PAYINADVERTS,Governance,single_select,Do you include pay or a pay range in job adverts?,Never 44%,220,ANCHORED,YES,4 - governance/practice,Pay range in job adverts: ~40% always; 53% always-or-sometimes publish,"CIPD Pay, Performance and Transparency 2024 (n=832; large 250+ 57%; SME 43%)",all-UK,A,PPT Fig16,BASE_VARIANT,multi-base; use all-UK (first/headline)
REW262_GOV_SALHISTORY,Governance,yes_no,Have you removed salary-history questions from your hir,No 72%,220,UNANCHORED,,4 - governance/practice,,,,,Status was ANCHORED but anchor/source/notes all empty - reverted to true UNANCHORED state 2026-06-20.,,
REW263_GOV_BENOBJ,Governance,single_select,Are your employee benefits linked to defined objectives,Objectives not reviewed 33%,220,ANCHORED,YES,4 - governance/practice,Benefits linked to defined objectives: 77% have objectives; 22% none,"CIPD Reward Survey: Focus on Employee Benefits (Feb 2026, YouGov, n=1,059; large 250+ n=178; SME n=881)",all-UK,A,RS key finding,BASE_VARIANT,multi-base; use all-UK (first/headline)
REW263_GOV_ETHDISREADY,Governance,single_select,Are you prepared for mandatory ethnicity and disability,Not started 35%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW263_GOV_FIREREHIRE,Governance,single_select,"Where pay or pension/benefit terms are changed, do you",No policy 38%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW263_GOV_FLEXALLOW,Governance,single_select,Do you provide a personalised/flexible benefits allowan,No 58%,220,ANCHORED,YES,4 - governance/practice,"Broadstone 2023 (n≈200 UK employers): 61% do NOT offer flexible benefits; 39% do. Of those not offering, 67% have no plans to introduce. Of those offering, 71% use third-party platform. Drewberry 2026: benefits platform used by 25.2% of respondents for communication (different question, directionally consistent).","Broadstone UK Employee Benefits Survey, Nov 2023. ~200 UK employers. Grade B - broker client convenience sample, benefits-engaged skew, not UK-representative.","UK employers, n≈200 (Broadstone Nov 2023 survey). Broker client convenience sample - benefits-engaged skew. Not UK-representative.",B,"Broadstone Nov 2023. 39% offer flex benefits. Benefits-engaged sample = likely overestimates vs. all-UK. Register notes: this is prevalence of flex SCHEME (employee choice), not flex WORKING. | legacy reference (no dedicated flex-arrangements row): flexible-working TYPES in place - WFH 100%, part-time 96%, flexible 93%, staggered 83%, job-share 69%, compressed 65%, phased-retirement 54%, annualised 38%; n=46-55, large-employer skew [2026-06-21] || Aon UK B&T 2025 Q11: 50% already have online benefits platform, 10% introducing in 3yr, 19% flex without platform. Corroborates Broadstone flex-allowance direction. Broker skew. || CONTEXT (CIPD Flexible & Hybrid Working 2025 (Jul 2025, YouGov n=2,050 employers, weighted)): 91% of orgs offer some flexible working arrangement; most common WFH regular/ad-hoc 58%, part-time 55%, informal flex 43%, flexi-time 34%, four-day-week (any) 28%. Flex-ALLOWANCE prevalence stays on Broadstone (this report covers flex-WORKING not allowance).",DISTRIBUTION,headline vs seed band aggregate
REW263_GOV_MENOPLAN,Governance,single_select,Have you published (or do you plan to publish) a volunt,No plans 46%,220,"ANCHORED (proxy, context-only)",YES,4 - governance/practice,"PROXY-WITH-CAVEAT (re-homed from REW_BEN_FAM_012, ruled 2026-07-16): menopause POLICY prevalence — 24% standalone / 16% within wider policy (~40% any) / 29% planning (CIPD 2023). CAVEAT: a policy is NOT an ERA-2025 published action plan and the 2023 data predates the 2027 mandate. GENERATOR: CONTEXT ONLY, never a marginal (ruled).","Aon UK Benefits and Trends Survey 2025 (240+ UK employers, Spring 2025, Grade B, large-skew: 49% are 500+ FTE).","UK employers, broker-survey base, skews large/benefits-engaged. Not UK-representative - large-employer signal.",C,"Aon: menopause training/info 57% (large skew, doubled in 3yr). But register row asks about PUBLISHED POLICY - narrower than info/training. Grade C - measure mismatch; 57% is support-ceiling not policy-rate. All-UK lower.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW263_GOV_REWTEAM,Governance,single_select,What is the size of your dedicated reward team relative,Shared HR/reward role 34%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW263_GOV_SIGNOFF,Governance,single_select,Where does final sign-off on the annual pay/reward deci,HRD 26%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW263_GOV_UKPAYTRANS,Governance,single_select,How would you describe your UK pay-transparency positio,No transparency 34%,220,ANCHORED,YES,4 - governance/practice,UK pay-transparency position: 53% publish ranges always/sometimes; only 16% publish both ranges+specifics,"CIPD Pay, Performance and Transparency 2024 (n=832; large 250+ 57%; SME 43%)",all-UK,A,"PPT p35 || Korn Ferry Global Total Rewards Pulse (Dec 2025, n=7,936 orgs / 144 countries, Oct 2025 fieldwork). GLOBAL base, no UK-only cut - NOT prevalence-usable for a UK register. Context only, NOT an anchor. Global context: pay transparency is the #1 reported disruptor to reward strategy over next 2 yrs (65%), driven by NA/EU regulation. Does not change the UK-specific anchor on this row. || CIPD PPT 2024 Grade A all-UK: no UK legal pay-transparency requirement yet. 62% publish salary ranges externally / 37% specific salaries (private sector lowest: 53% ranges / 29% specific). 24% publish NEITHER (31% in private). Direction of travel toward more transparency (EU PTD / US state laws).",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW263_GOV_UMBRELLA,Governance,single_select,Do you apply reward parity / compliance checks for umbr,Not applicable 38%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW26_GOV_EU_PTD_PREP,Governance,single_select,How prepared are you for the EU Pay Transparency Direct,Not started 33%,220,ANCHORED,YES,4 - governance/practice,EU Pay Transparency Directive prep: 44% unable to predict pay-transparency readiness; PTD adoption deadline June 2026,"CIPD Pay, Performance and Transparency 2024 (n=832; large 250+ 57%; SME 43%)",all-UK,B,PPT p4 + Deel playbook context (PTD national-law deadline Jun 2026),CLEAN,single % vs single option
REW_FAI_079,Governance,single_select,Does your organisation conduct gender pay gap analysis,Yes 73%,220,ANCHORED,YES,4 - governance/practice,Gender pay gap analysis: 44% carry out (30% always+14% sometimes share); mandatory 250+; public sector 52%; 79% of <250 had NOT,"CIPD Pay, Performance and Transparency 2024 (n=832; large 250+ 57%; SME 43%)",all-UK / by size,A,"PPT Fig22 + p39 || CIPD PPT 2024 Grade A all-UK: 44% ran gender pay gap analysis in yr to Oct 2023 (52% public; 79% of SMEs had NOT - below 250 threshold). Worryingly 17% of 250+ employers (legally required) did not report; 29% among 250-499. Equal pay audit 32%; ethnicity 28%; disability 18%. | legacy corrob (self-reported, large-employer): mean GPG median 17.6%, median GPG 11.6%, mean bonus gap 36%, n=38-40 - public UK GPG Service remains primary A source [2026-06-21] | legacy GPG-CAUSES grid checked & DISCARDED: col-9 cause list is a static template (3 distinct signatures = option-list variants, not employer selections), unrecoverable [2026-06-21]",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_FAI_081,Governance,single_select,Are pay decisions reviewed for fairness before implemen,Yes - always 44%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW_FAI_082,Governance,single_select,Are exceptions to standard pay rules formally documente,Always 51%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW_FAI_085,Governance,single_select,Does your organisation review pay outcomes for compress,Yes 42%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW_FAI_086,Governance,single_select,Does your organisation review incentive outcomes by pro,Yes 47%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW_FAI_087,Governance,single_select,Does your organisation have a documented pay transparen,No 50%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW_FAI_088,Governance,single_select,Do employees have access to pay ranges for their grade/,No 38%,220,ANCHORED,YES,4 - governance/practice,Employees have access to pay ranges for their grade: internal publication ~40% always; 32% never,"CIPD Pay, Performance and Transparency 2024 (n=832; large 250+ 57%; SME 43%)",all-UK,A,PPT Fig18 internal adverts,BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_FAI_089,Governance,single_select,Does your organisation publish pay ranges on job advert,No 43%,220,ANCHORED,YES,4 - governance/practice,Publish salary ranges in external job adverts: ~40% always; 53% always-or-sometimes; 47% never/plans,"CIPD Pay, Performance and Transparency 2024 (n=832; large 250+ 57%; SME 43%)",all-UK,A,PPT Fig16/Table1. 'Two-fifths always',BASE_VARIANT,multi-base; use all-UK (first/headline)
REW_FAI_091,Governance,single_select,"Over the next 12-24 months, do you plan to expand exter",Yes - expand 49%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW_FAI_092,Governance,single_select,Have you completed a pay transparency readiness assessm,In progress 70%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW_PAY_001,Governance,single_select,Are formal pay ranges defined for all permanent roles?,Yes 48%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW_PAY_002,Governance,single_select,Are pay ranges linked to a documented job evaluation or,Yes 47%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW_PAY_003,Governance,single_select,How often are pay ranges reviewed and refreshed using m,Annually 49%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW_PAY_006,Governance,single_select,Does your organisation use external pay benchmark data,Used consistently and in 26%,220,unanchored - needs research,,4 - governance/practice,,,,,"CONTEXT (Drewberry 2026): 49.5% benchmark BENEFITS vs competitors. NB this is benefits benchmarking, not external PAY-survey usage (this row's subject) - do not anchor the pay-benchmark prevalence from it. Reference only.",,
REW_PAY_019,Governance,single_select,Are allowances consolidated into base pay at any point,Always 37%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW_PRO_030,Governance,single_select,Is progression eligibility linked to performance outcom,Always 40%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW_PRO_034,Governance,single_select,Does your organisation use promotion guidelines that sp,Yes 40%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW_PRO_035,Governance,single_select,What is pay progression based on outside of the annual,Not defined 81%,220,unanchored - needs research,,4 - governance/practice,,,,,,,
REW_PRO_098,Governance,single_select,What is the typical maximum pay increase for promotions,6-9% 31%,220,unanchored - needs research,,4 - governance/practice,,,,,"legacy reference (general pay increase, NOT promotion-specific): most-recent headline increase median ~2.5-2.7% by level (n=23-26), 2019-20 vintage - PRE-2022-24 inflation surge, do NOT use as current award benchmark [2026-06-21]",,
